Tissue/Biosample,Biosample,Assays,Organ/Tissue,Sample Type,Life Stage,Collection,cCREs (.bed),cCREs (.bigBed),DNase Exp. ID,DNase File ID,DNase Z-scores,DNase Signal,ATAC Exp. ID,ATAC File ID,ATAC Z-scores,ATAC Signal,H3K4me3 Exp. ID,H3K4me3 File ID,H3K4me3 Z-scores,H3K4me3 Signal,H3K27ac Exp. ID,H3K27ac File ID,H3K27ac Z-scores,H3K27ac Signal,CTCF Exp. ID,CTCF File ID,CTCF Z-scores,CTCF Signal,ChromHMM States,Has RNA Seq
"CD14-positive monocyte, female","CD14-positive monocyte, female","DNase,H3K4me3,H3K27ac,CTCF",Blood,Primary cell,Adult,Core,https://downloads.wenglab.org/Registry-V4/ENCFF389PZY_ENCFF587XGD_ENCFF184NWF_ENCFF496PSJ.bed,https://downloads.wenglab.org/Registry-V4/ENCFF389PZY_ENCFF587XGD_ENCFF184NWF_ENCFF496PSJ.bigBed,ENCSR000EPK,ENCFF389PZY,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000EPK-ENCFF389PZY.tsv,https://www.encodeproject.org/files/ENCFF389PZY/@@download/ENCFF389PZY.bigWig,,,,,ENCSR000ASN,ENCFF587XGD,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000ASN-ENCFF587XGD.tsv,https://www.encodeproject.org/files/ENCFF587XGD/@@download/ENCFF587XGD.bigWig,ENCSR000ASJ,ENCFF184NWF,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000ASJ-ENCFF184NWF.tsv,https://www.encodeproject.org/files/ENCFF184NWF/@@download/ENCFF184NWF.bigWig,ENCSR000ATN,ENCFF496PSJ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000ATN-ENCFF496PSJ.tsv,https://www.encodeproject.org/files/ENCFF496PSJ/@@download/ENCFF496PSJ.bigWig,https://downloads.wenglab.org/ChIP_ENCSR000ASN-ENCSR000ASJ-ENCSR000ASM-ENCSR000ASL-ENCSR000DWM-ENCSR000ASP.bigBed,no
DND-41,DND-41,"DNase,ATAC,H3K4me3,H3K27ac,CTCF",Blood,Cell line,Adult,Core,https://downloads.wenglab.org/Registry-V4/ENCFF969JHD_ENCFF308GJB_ENCFF341LLL_ENCFF398MEO.bed,https://downloads.wenglab.org/Registry-V4/ENCFF969JHD_ENCFF308GJB_ENCFF341LLL_ENCFF398MEO.bigBed,ENCSR903SKE,ENCFF969JHD,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR903SKE-ENCFF969JHD.tsv,https://www.encodeproject.org/files/ENCFF969JHD/@@download/ENCFF969JHD.bigWig,ENCSR660WSB,ENCFF679DXT,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR660WSB-ENCFF679DXT.tsv,https://www.encodeproject.org/files/ENCFF679DXT/@@download/ENCFF679DXT.bigWig,ENCSR000ARA,ENCFF308GJB,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000ARA-ENCFF308GJB.tsv,https://www.encodeproject.org/files/ENCFF308GJB/@@download/ENCFF308GJB.bigWig,ENCSR000AQW,ENCFF341LLL,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000AQW-ENCFF341LLL.tsv,https://www.encodeproject.org/files/ENCFF341LLL/@@download/ENCFF341LLL.bigWig,ENCSR000AQU,ENCFF398MEO,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000AQU-ENCFF398MEO.tsv,https://www.encodeproject.org/files/ENCFF398MEO/@@download/ENCFF398MEO.bigWig,https://downloads.wenglab.org/ChIP_ENCSR000ARA-ENCSR000AQW-ENCSR000AQY-ENCSR000AQX-ENCSR000ASX-ENCSR000ARZ.bigBed,no
GM12878,GM12878,"DNase,ATAC,H3K4me3,H3K27ac,CTCF",Blood,Cell line,Adult,Core,https://downloads.wenglab.org/Registry-V4/ENCFF428XFI_ENCFF280PUF_ENCFF469WVA_ENCFF644EEX.bed,https://downloads.wenglab.org/Registry-V4/ENCFF428XFI_ENCFF280PUF_ENCFF469WVA_ENCFF644EEX.bigBed,ENCSR000EMT,ENCFF428XFI,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000EMT-ENCFF428XFI.tsv,https://www.encodeproject.org/files/ENCFF428XFI/@@download/ENCFF428XFI.bigWig,ENCSR095QNB,ENCFF487LOB,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR095QNB-ENCFF487LOB.tsv,https://www.encodeproject.org/files/ENCFF487LOB/@@download/ENCFF487LOB.bigWig,ENCSR000DRY,ENCFF280PUF,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000DRY-ENCFF280PUF.tsv,https://www.encodeproject.org/files/ENCFF280PUF/@@download/ENCFF280PUF.bigWig,ENCSR000AKC,ENCFF469WVA,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000AKC-ENCFF469WVA.tsv,https://www.encodeproject.org/files/ENCFF469WVA/@@download/ENCFF469WVA.bigWig,ENCSR000DRZ,ENCFF644EEX,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000DRZ-ENCFF644EEX.tsv,https://www.encodeproject.org/files/ENCFF644EEX/@@download/ENCFF644EEX.bigWig,https://downloads.wenglab.org/ChIP_ENCSR000AKA-ENCSR000AKC-ENCSR000AKF-ENCSR000AKE-ENCSR000AKD-ENCSR000AOX.bigBed,yes
HL-60,HL-60,"DNase,H3K4me3,H3K27ac,CTCF",Blood,Cell line,Adult,Core,https://downloads.wenglab.org/Registry-V4/ENCFF339ZGM_ENCFF695YII_ENCFF383GZA_ENCFF244CXJ.bed,https://downloads.wenglab.org/Registry-V4/ENCFF339ZGM_ENCFF695YII_ENCFF383GZA_ENCFF244CXJ.bigBed,ENCSR889WKL,ENCFF339ZGM,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR889WKL-ENCFF339ZGM.tsv,https://www.encodeproject.org/files/ENCFF339ZGM/@@download/ENCFF339ZGM.bigWig,,,,,ENCSR000DUO,ENCFF695YII,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000DUO-ENCFF695YII.tsv,https://www.encodeproject.org/files/ENCFF695YII/@@download/ENCFF695YII.bigWig,ENCSR919WLM,ENCFF383GZA,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR919WLM-ENCFF383GZA.tsv,https://www.encodeproject.org/files/ENCFF383GZA/@@download/ENCFF383GZA.bigWig,ENCSR000DUP,ENCFF244CXJ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000DUP-ENCFF244CXJ.tsv,https://www.encodeproject.org/files/ENCFF244CXJ/@@download/ENCFF244CXJ.bigWig,,no
K562,K562,"DNase,ATAC,H3K4me3,H3K27ac,CTCF",Blood,Cell line,Adult,Core,https://downloads.wenglab.org/Registry-V4/ENCFF414OGC_ENCFF806YEZ_ENCFF849TDM_ENCFF736UDR.bed,https://downloads.wenglab.org/Registry-V4/ENCFF414OGC_ENCFF806YEZ_ENCFF849TDM_ENCFF736UDR.bigBed,ENCSR000EOT,ENCFF414OGC,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000EOT-ENCFF414OGC.tsv,https://www.encodeproject.org/files/ENCFF414OGC/@@download/ENCFF414OGC.bigWig,ENCSR483RKN,ENCFF754EAC,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR483RKN-ENCFF754EAC.tsv,https://www.encodeproject.org/files/ENCFF754EAC/@@download/ENCFF754EAC.bigWig,ENCSR000EWA,ENCFF806YEZ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000EWA-ENCFF806YEZ.tsv,https://www.encodeproject.org/files/ENCFF806YEZ/@@download/ENCFF806YEZ.bigWig,ENCSR000AKP,ENCFF849TDM,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000AKP-ENCFF849TDM.tsv,https://www.encodeproject.org/files/ENCFF849TDM/@@download/ENCFF849TDM.bigWig,ENCSR000BPJ,ENCFF736UDR,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000BPJ-ENCFF736UDR.tsv,https://www.encodeproject.org/files/ENCFF736UDR/@@download/ENCFF736UDR.bigWig,https://downloads.wenglab.org/ChIP_ENCSR000EWA-ENCSR000AKP-ENCSR000EWC-ENCSR000DWB-ENCSR000EWB-ENCSR000APE.bigBed,yes
MM.1S,MM.1S,"DNase,H3K4me3,H3K27ac,CTCF",Blood,Cell line,Adult,Core,https://downloads.wenglab.org/Registry-V4/ENCFF735XLO_ENCFF970LMB_ENCFF481LLD_ENCFF838OJW.bed,https://downloads.wenglab.org/Registry-V4/ENCFF735XLO_ENCFF970LMB_ENCFF481LLD_ENCFF838OJW.bigBed,ENCSR458LIB,ENCFF735XLO,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR458LIB-ENCFF735XLO.tsv,https://www.encodeproject.org/files/ENCFF735XLO/@@download/ENCFF735XLO.bigWig,,,,,ENCSR361FWQ,ENCFF970LMB,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR361FWQ-ENCFF970LMB.tsv,https://www.encodeproject.org/files/ENCFF970LMB/@@download/ENCFF970LMB.bigWig,ENCSR758OEC,ENCFF481LLD,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR758OEC-ENCFF481LLD.tsv,https://www.encodeproject.org/files/ENCFF481LLD/@@download/ENCFF481LLD.bigWig,ENCSR402IDP,ENCFF838OJW,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR402IDP-ENCFF838OJW.tsv,https://www.encodeproject.org/files/ENCFF838OJW/@@download/ENCFF838OJW.bigWig,https://downloads.wenglab.org/ChIP_ENCSR361FWQ-ENCSR758OEC-ENCSR094VCE-ENCSR120LGC-ENCSR404LJZ-ENCSR461LTR.bigBed,no
OCI-LY7,OCI-LY7,"DNase,H3K4me3,H3K27ac,CTCF",Blood,Cell line,Adult,Core,https://downloads.wenglab.org/Registry-V4/ENCFF136RNO_ENCFF630BQS_ENCFF611XLA_ENCFF975BGM.bed,https://downloads.wenglab.org/Registry-V4/ENCFF136RNO_ENCFF630BQS_ENCFF611XLA_ENCFF975BGM.bigBed,ENCSR489NAM,ENCFF136RNO,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR489NAM-ENCFF136RNO.tsv,https://www.encodeproject.org/files/ENCFF136RNO/@@download/ENCFF136RNO.bigWig,,,,,ENCSR005SXO,ENCFF630BQS,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR005SXO-ENCFF630BQS.tsv,https://www.encodeproject.org/files/ENCFF630BQS/@@download/ENCFF630BQS.bigWig,ENCSR447ZGY,ENCFF611XLA,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR447ZGY-ENCFF611XLA.tsv,https://www.encodeproject.org/files/ENCFF611XLA/@@download/ENCFF611XLA.bigWig,ENCSR027HML,ENCFF975BGM,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR027HML-ENCFF975BGM.tsv,https://www.encodeproject.org/files/ENCFF975BGM/@@download/ENCFF975BGM.bigWig,,yes
"Activated B cell, male adult (22 years) treated with 0.5 μM CpG ODN for 24 hours","Activated B cell, male adult (22 years) treated with 0.5 μM CpG ODN for 24 hours","DNase,ATAC,H3K4me3,H3K27ac",Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF230LAU_ENCFF044RVB_ENCFF632AAY.bed,https://downloads.wenglab.org/Registry-V4/ENCFF230LAU_ENCFF044RVB_ENCFF632AAY.bigBed,ENCSR109DTU,ENCFF230LAU,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR109DTU-ENCFF230LAU.tsv,https://www.encodeproject.org/files/ENCFF230LAU/@@download/ENCFF230LAU.bigWig,ENCSR659SFK,ENCFF806WFB,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR659SFK-ENCFF806WFB.tsv,https://www.encodeproject.org/files/ENCFF806WFB/@@download/ENCFF806WFB.bigWig,ENCSR791CAF,ENCFF044RVB,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR791CAF-ENCFF044RVB.tsv,https://www.encodeproject.org/files/ENCFF044RVB/@@download/ENCFF044RVB.bigWig,ENCSR685KZA,ENCFF632AAY,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR685KZA-ENCFF632AAY.tsv,https://www.encodeproject.org/files/ENCFF632AAY/@@download/ENCFF632AAY.bigWig,,,,,,yes
"Activated CD4-positive, alpha-beta memory T cell, male adult (43 years) treated with anti-CD3 and anti-CD28 coated beads for 36 hours","Activated CD4-positive, alpha-beta memory T cell, male adult (43 years) treated with anti-CD3 and anti-CD28 coated beads for 36 hours","DNase,H3K4me3,H3K27ac",Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF843VVV_ENCFF916NRZ_ENCFF289NXD.bed,https://downloads.wenglab.org/Registry-V4/ENCFF843VVV_ENCFF916NRZ_ENCFF289NXD.bigBed,ENCSR021YFW,ENCFF843VVV,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR021YFW-ENCFF843VVV.tsv,https://www.encodeproject.org/files/ENCFF843VVV/@@download/ENCFF843VVV.bigWig,,,,,ENCSR723MMA,ENCFF916NRZ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR723MMA-ENCFF916NRZ.tsv,https://www.encodeproject.org/files/ENCFF916NRZ/@@download/ENCFF916NRZ.bigWig,ENCSR003SWN,ENCFF289NXD,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR003SWN-ENCFF289NXD.tsv,https://www.encodeproject.org/files/ENCFF289NXD/@@download/ENCFF289NXD.bigWig,,,,,,no
"Activated CD4-positive, alpha-beta T cell, female adult (33 years) treated with anti-CD3 and anti-CD28 coated beads for 1 hour, 50 U/mL Interleukin-2 for 1 hour","Activated CD4-positive, alpha-beta T cell, female adult (33 years) treated with anti-CD3 and anti-CD28 coated beads for 1 hour, 50 U/mL Interleukin-2 for 1 hour",DNase,Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF180JWH.bed,https://downloads.wenglab.org/Registry-V4/ENCFF180JWH.bigBed,ENCSR322BYN,ENCFF180JWH,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR322BYN-ENCFF180JWH.tsv,https://www.encodeproject.org/files/ENCFF180JWH/@@download/ENCFF180JWH.bigWig,,,,,,,,,,,,,,,,,,no
"Activated CD4-positive, alpha-beta T cell, female adult (33 years) treated with anti-CD3 and anti-CD28 coated beads for 1 hour","Activated CD4-positive, alpha-beta T cell, female adult (33 years) treated with anti-CD3 and anti-CD28 coated beads for 1 hour",DNase,Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF159JDQ.bed,https://downloads.wenglab.org/Registry-V4/ENCFF159JDQ.bigBed,ENCSR173HPQ,ENCFF159JDQ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR173HPQ-ENCFF159JDQ.tsv,https://www.encodeproject.org/files/ENCFF159JDQ/@@download/ENCFF159JDQ.bigWig,,,,,,,,,,,,,,,,,,no
"Activated CD4-positive, alpha-beta T cell, female adult (33 years) treated with anti-CD3 and anti-CD28 coated beads for 24 hours","Activated CD4-positive, alpha-beta T cell, female adult (33 years) treated with anti-CD3 and anti-CD28 coated beads for 24 hours",DNase,Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF970MLX.bed,https://downloads.wenglab.org/Registry-V4/ENCFF970MLX.bigBed,ENCSR679EFH,ENCFF970MLX,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR679EFH-ENCFF970MLX.tsv,https://www.encodeproject.org/files/ENCFF970MLX/@@download/ENCFF970MLX.bigWig,,,,,,,,,,,,,,,,,,no
"Activated CD4-positive, alpha-beta T cell, female adult (33 years) treated with anti-CD3 and anti-CD28 coated beads for 4 hours, 50 U/mL Interleukin-2 for 4 hours","Activated CD4-positive, alpha-beta T cell, female adult (33 years) treated with anti-CD3 and anti-CD28 coated beads for 4 hours, 50 U/mL Interleukin-2 for 4 hours",DNase,Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF848AKF.bed,https://downloads.wenglab.org/Registry-V4/ENCFF848AKF.bigBed,ENCSR180KMR,ENCFF848AKF,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR180KMR-ENCFF848AKF.tsv,https://www.encodeproject.org/files/ENCFF848AKF/@@download/ENCFF848AKF.bigWig,,,,,,,,,,,,,,,,,,no
"Activated CD4-positive, alpha-beta T cell, female adult (33 years) treated with anti-CD3 and anti-CD28 coated beads for 4 hours","Activated CD4-positive, alpha-beta T cell, female adult (33 years) treated with anti-CD3 and anti-CD28 coated beads for 4 hours",DNase,Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF196VNL.bed,https://downloads.wenglab.org/Registry-V4/ENCFF196VNL.bigBed,ENCSR124PXN,ENCFF196VNL,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR124PXN-ENCFF196VNL.tsv,https://www.encodeproject.org/files/ENCFF196VNL/@@download/ENCFF196VNL.bigWig,,,,,,,,,,,,,,,,,,no
"Activated CD4-positive, alpha-beta T cell, female adult (37 years) treated with 50 U/mL Interleukin-2 for 16 hours, anti-CD3 and anti-CD28 coated beads for 16 hours","Activated CD4-positive, alpha-beta T cell, female adult (37 years) treated with 50 U/mL Interleukin-2 for 16 hours, anti-CD3 and anti-CD28 coated beads for 16 hours",DNase,Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF197MIF.bed,https://downloads.wenglab.org/Registry-V4/ENCFF197MIF.bigBed,ENCSR516JCM,ENCFF197MIF,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR516JCM-ENCFF197MIF.tsv,https://www.encodeproject.org/files/ENCFF197MIF/@@download/ENCFF197MIF.bigWig,,,,,,,,,,,,,,,,,,no
"Activated CD4-positive, alpha-beta T cell, female adult (37 years) treated with 100 ng/mL Interleukin-10 for 8 hours, 50 U/mL Interleukin-2 for 16 hours, anti-CD3 and anti-CD28 coated beads for 16 hours","Activated CD4-positive, alpha-beta T cell, female adult (37 years) treated with 100 ng/mL Interleukin-10 for 8 hours, 50 U/mL Interleukin-2 for 16 hours, anti-CD3 and anti-CD28 coated beads for 16 hours",DNase,Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF032VQN.bed,https://downloads.wenglab.org/Registry-V4/ENCFF032VQN.bigBed,ENCSR252NVI,ENCFF032VQN,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR252NVI-ENCFF032VQN.tsv,https://www.encodeproject.org/files/ENCFF032VQN/@@download/ENCFF032VQN.bigWig,,,,,,,,,,,,,,,,,,no
"Activated CD4-positive, alpha-beta T cell, female adult (37 years) treated with 100 ng/mL Interleukin-4 for 8 hours, 50 U/mL Interleukin-2 for 16 hours, anti-CD3 and anti-CD28 coated beads for 16 hours","Activated CD4-positive, alpha-beta T cell, female adult (37 years) treated with 100 ng/mL Interleukin-4 for 8 hours, 50 U/mL Interleukin-2 for 16 hours, anti-CD3 and anti-CD28 coated beads for 16 hours",DNase,Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF240PRJ.bed,https://downloads.wenglab.org/Registry-V4/ENCFF240PRJ.bigBed,ENCSR801VSK,ENCFF240PRJ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR801VSK-ENCFF240PRJ.tsv,https://www.encodeproject.org/files/ENCFF240PRJ/@@download/ENCFF240PRJ.bigWig,,,,,,,,,,,,,,,,,,no
"Activated CD4-positive, alpha-beta T cell, female adult (37 years) treated with 100 ng/mL Interleukin-6 for 8 hours, 50 U/mL Interleukin-2 for 16 hours, anti-CD3 and anti-CD28 coated beads for 16 hours","Activated CD4-positive, alpha-beta T cell, female adult (37 years) treated with 100 ng/mL Interleukin-6 for 8 hours, 50 U/mL Interleukin-2 for 16 hours, anti-CD3 and anti-CD28 coated beads for 16 hours",DNase,Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF301LEA.bed,https://downloads.wenglab.org/Registry-V4/ENCFF301LEA.bigBed,ENCSR323LVJ,ENCFF301LEA,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR323LVJ-ENCFF301LEA.tsv,https://www.encodeproject.org/files/ENCFF301LEA/@@download/ENCFF301LEA.bigWig,,,,,,,,,,,,,,,,,,no
"Activated CD4-positive, alpha-beta T cell, male adult (20 years) treated with anti-CD3 and anti-CD28 coated beads for 36 hours","Activated CD4-positive, alpha-beta T cell, male adult (20 years) treated with anti-CD3 and anti-CD28 coated beads for 36 hours","DNase,ATAC,H3K4me3,H3K27ac",Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF685YHE_ENCFF721IBM_ENCFF010SJK.bed,https://downloads.wenglab.org/Registry-V4/ENCFF685YHE_ENCFF721IBM_ENCFF010SJK.bigBed,ENCSR935HEI,ENCFF685YHE,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR935HEI-ENCFF685YHE.tsv,https://www.encodeproject.org/files/ENCFF685YHE/@@download/ENCFF685YHE.bigWig,ENCSR991PBP,ENCFF858UDC,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR991PBP-ENCFF858UDC.tsv,https://www.encodeproject.org/files/ENCFF858UDC/@@download/ENCFF858UDC.bigWig,ENCSR487INP,ENCFF721IBM,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR487INP-ENCFF721IBM.tsv,https://www.encodeproject.org/files/ENCFF721IBM/@@download/ENCFF721IBM.bigWig,ENCSR639PCO,ENCFF010SJK,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR639PCO-ENCFF010SJK.tsv,https://www.encodeproject.org/files/ENCFF010SJK/@@download/ENCFF010SJK.bigWig,,,,,,no
"Activated CD4-positive, alpha-beta T cell, male adult (35 years) treated with 10 ng/mL Interleukin-2 for 14 days, anti-CD3 and anti-CD28 coated beads for 24 hours, anti-CD3 and anti-CD28 coated beads for 14 days","Activated CD4-positive, alpha-beta T cell, male adult (35 years) treated with 10 ng/mL Interleukin-2 for 14 days, anti-CD3 and anti-CD28 coated beads for 24 hours, anti-CD3 and anti-CD28 coated beads for 14 days","DNase,H3K4me3,H3K27ac",Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF600IHC_ENCFF546IYU_ENCFF151LJA.bed,https://downloads.wenglab.org/Registry-V4/ENCFF600IHC_ENCFF546IYU_ENCFF151LJA.bigBed,ENCSR365CUB,ENCFF600IHC,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR365CUB-ENCFF600IHC.tsv,https://www.encodeproject.org/files/ENCFF600IHC/@@download/ENCFF600IHC.bigWig,,,,,ENCSR272VRX,ENCFF546IYU,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR272VRX-ENCFF546IYU.tsv,https://www.encodeproject.org/files/ENCFF546IYU/@@download/ENCFF546IYU.bigWig,ENCSR360XNZ,ENCFF151LJA,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR360XNZ-ENCFF151LJA.tsv,https://www.encodeproject.org/files/ENCFF151LJA/@@download/ENCFF151LJA.bigWig,,,,,,no
"Activated CD4-positive, alpha-beta T cell, male adult (38 years) treated with anti-CD3 and anti-CD28 coated beads for 1 hour","Activated CD4-positive, alpha-beta T cell, male adult (38 years) treated with anti-CD3 and anti-CD28 coated beads for 1 hour",DNase,Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF495OBX.bed,https://downloads.wenglab.org/Registry-V4/ENCFF495OBX.bigBed,ENCSR841UCZ,ENCFF495OBX,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR841UCZ-ENCFF495OBX.tsv,https://www.encodeproject.org/files/ENCFF495OBX/@@download/ENCFF495OBX.bigWig,,,,,,,,,,,,,,,,,,no
"Activated CD4-positive, alpha-beta T cell, male adult (38 years) treated with anti-CD3 and anti-CD28 coated beads for 24 hours, 50 U/mL Interleukin-2 for 24 hours","Activated CD4-positive, alpha-beta T cell, male adult (38 years) treated with anti-CD3 and anti-CD28 coated beads for 24 hours, 50 U/mL Interleukin-2 for 24 hours",DNase,Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF510AEM.bed,https://downloads.wenglab.org/Registry-V4/ENCFF510AEM.bigBed,ENCSR154NOT,ENCFF510AEM,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR154NOT-ENCFF510AEM.tsv,https://www.encodeproject.org/files/ENCFF510AEM/@@download/ENCFF510AEM.bigWig,,,,,,,,,,,,,,,,,,no
"Activated CD4-positive, alpha-beta T cell, male adult (38 years) treated with anti-CD3 and anti-CD28 coated beads for 24 hours","Activated CD4-positive, alpha-beta T cell, male adult (38 years) treated with anti-CD3 and anti-CD28 coated beads for 24 hours",DNase,Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF073UAS.bed,https://downloads.wenglab.org/Registry-V4/ENCFF073UAS.bigBed,ENCSR273USD,ENCFF073UAS,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR273USD-ENCFF073UAS.tsv,https://www.encodeproject.org/files/ENCFF073UAS/@@download/ENCFF073UAS.bigWig,,,,,,,,,,,,,,,,,,no
"Activated CD4-positive, alpha-beta T cell, male adult (38 years) treated with anti-CD3 and anti-CD28 coated beads for 48 hours","Activated CD4-positive, alpha-beta T cell, male adult (38 years) treated with anti-CD3 and anti-CD28 coated beads for 48 hours",DNase,Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF816PGR.bed,https://downloads.wenglab.org/Registry-V4/ENCFF816PGR.bigBed,ENCSR604FER,ENCFF816PGR,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR604FER-ENCFF816PGR.tsv,https://www.encodeproject.org/files/ENCFF816PGR/@@download/ENCFF816PGR.bigWig,,,,,,,,,,,,,,,,,,no
"Activated CD4-positive, alpha-beta T cell, male adult (38 years) treated with anti-CD3 and anti-CD28 coated beads for 4 hours","Activated CD4-positive, alpha-beta T cell, male adult (38 years) treated with anti-CD3 and anti-CD28 coated beads for 4 hours",DNase,Blood,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF719PPB.bed,https://downloads.wenglab.org/Registry-V4/ENCFF719PPB.bigBed,ENCSR493IQY,ENCFF719PPB,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR493IQY-ENCFF719PPB.tsv,https://www.encodeproject.org/files/ENCFF719PPB/@@download/ENCFF719PPB.bigWig,,,,,,,,,,,,,,,,,,no
