Tissue/Biosample,Biosample,Assays,Organ/Tissue,Sample Type,Life Stage,Collection,cCREs (.bed),cCREs (.bigBed),DNase Exp. ID,DNase File ID,DNase Z-scores,DNase Signal,ATAC Exp. ID,ATAC File ID,ATAC Z-scores,ATAC Signal,H3K4me3 Exp. ID,H3K4me3 File ID,H3K4me3 Z-scores,H3K4me3 Signal,H3K27ac Exp. ID,H3K27ac File ID,H3K27ac Z-scores,H3K27ac Signal,CTCF Exp. ID,CTCF File ID,CTCF Z-scores,CTCF Signal,ChromHMM States,Has RNA Seq
"Lung, female adult (30 years)","Lung, female adult (30 years)","H3K4me3,H3K27ac",Lung,Tissue,Adult,Ancillary,https://downloads.wenglab.org/Registry-V4/ENCFF050YYY_ENCFF155XCD.bed,https://downloads.wenglab.org/Registry-V4/ENCFF050YYY_ENCFF155XCD.bigBed,,,,,,,,,ENCSR466DZW,ENCFF050YYY,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR466DZW-ENCFF050YYY.tsv,https://www.encodeproject.org/files/ENCFF050YYY/@@download/ENCFF050YYY.bigWig,ENCSR540ADS,ENCFF155XCD,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR540ADS-ENCFF155XCD.tsv,https://www.encodeproject.org/files/ENCFF155XCD/@@download/ENCFF155XCD.bigWig,,,,,https://downloads.wenglab.org/ChIP_ENCSR466DZW-ENCSR540ADS-ENCSR356ANC-ENCSR671NXL-ENCSR204NFO-ENCSR728FLA.bigBed,no
"Lung, male adult (27 years) male adult (35 years)","Lung, male adult (27 years) male adult (35 years)",CTCF,Lung,Tissue,Adult,Ancillary,https://downloads.wenglab.org/Registry-V4/ENCFF827WDQ.bed,https://downloads.wenglab.org/Registry-V4/ENCFF827WDQ.bigBed,,,,,,,,,,,,,,,,,ENCSR000DMH,ENCFF827WDQ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000DMH-ENCFF827WDQ.tsv,https://www.encodeproject.org/files/ENCFF827WDQ/@@download/ENCFF827WDQ.bigWig,,no
"Lung, male child (3 years)","Lung, male child (3 years)","H3K4me3,H3K27ac",Lung,Tissue,Adult,Ancillary,https://downloads.wenglab.org/Registry-V4/ENCFF022TOZ_ENCFF900HNB.bed,https://downloads.wenglab.org/Registry-V4/ENCFF022TOZ_ENCFF900HNB.bigBed,,,,,,,,,ENCSR500GXT,ENCFF022TOZ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR500GXT-ENCFF022TOZ.tsv,https://www.encodeproject.org/files/ENCFF022TOZ/@@download/ENCFF022TOZ.bigWig,ENCSR550WUX,ENCFF900HNB,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR550WUX-ENCFF900HNB.tsv,https://www.encodeproject.org/files/ENCFF900HNB/@@download/ENCFF900HNB.bigWig,,,,,,no
WI38,WI38,"H3K4me3,CTCF",Lung,Cell line,Adult,Ancillary,https://downloads.wenglab.org/Registry-V4/ENCFF237RRL_ENCFF902IOE.bed,https://downloads.wenglab.org/Registry-V4/ENCFF237RRL_ENCFF902IOE.bigBed,,,,,,,,,ENCSR000DXZ,ENCFF237RRL,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000DXZ-ENCFF237RRL.tsv,https://www.encodeproject.org/files/ENCFF237RRL/@@download/ENCFF237RRL.bigWig,,,,,ENCSR000DYB,ENCFF902IOE,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000DYB-ENCFF902IOE.tsv,https://www.encodeproject.org/files/ENCFF902IOE/@@download/ENCFF902IOE.bigWig,,no
Lymphoid tissue,,,,,,,https://downloads.wenglab.org/lymphoid_tissue.noccl.cCREs.bed,,,,,,,,,,,,,,,,,,,,,,,no
Germinal center,Germinal center,DNase,Lymphoid tissue,Tissue,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF435JDA.bed,https://downloads.wenglab.org/Registry-V4/ENCFF435JDA.bigBed,ENCSR000EIZ,ENCFF435JDA,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000EIZ-ENCFF435JDA.tsv,https://www.encodeproject.org/files/ENCFF435JDA/@@download/ENCFF435JDA.bigWig,,,,,,,,,,,,,,,,,,no
GM18507,GM18507,DNase,Lymphoid tissue,Cell line,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF103RZR.bed,https://downloads.wenglab.org/Registry-V4/ENCFF103RZR.bigBed,ENCSR000EJI,ENCFF103RZR,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000EJI-ENCFF103RZR.tsv,https://www.encodeproject.org/files/ENCFF103RZR/@@download/ENCFF103RZR.bigWig,,,,,,,,,,,,,,,,,,no
Mouth,,,,,,,"https://downloads.wenglab.org/mouth.noccl.cCREs.bed,https://downloads.wenglab.org/mouth.all.cCREs.bed",,,,,,,,,,,,,,,,,,,,,,,no
AG09319,AG09319,"DNase,H3K4me3,CTCF",Mouth,Cell line,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF015PVH_ENCFF917FEY_ENCFF683EOM.bed,https://downloads.wenglab.org/Registry-V4/ENCFF015PVH_ENCFF917FEY_ENCFF683EOM.bigBed,ENCSR000EMA,ENCFF015PVH,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000EMA-ENCFF015PVH.tsv,https://www.encodeproject.org/files/ENCFF015PVH/@@download/ENCFF015PVH.bigWig,,,,,ENCSR000DPU,ENCFF917FEY,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000DPU-ENCFF917FEY.tsv,https://www.encodeproject.org/files/ENCFF917FEY/@@download/ENCFF917FEY.bigWig,,,,,ENCSR000DPS,ENCFF683EOM,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000DPS-ENCFF683EOM.tsv,https://www.encodeproject.org/files/ENCFF683EOM/@@download/ENCFF683EOM.bigWig,,no
Fibroblast of gingiva,Fibroblast of gingiva,DNase,Mouth,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF352VPU.bed,https://downloads.wenglab.org/Registry-V4/ENCFF352VPU.bigBed,ENCSR000ENS,ENCFF352VPU,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000ENS-ENCFF352VPU.tsv,https://www.encodeproject.org/files/ENCFF352VPU/@@download/ENCFF352VPU.bigWig,,,,,,,,,,,,,,,,,,no
"Fibroblast of peridontal ligament, male","Fibroblast of peridontal ligament, male",DNase,Mouth,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF748IRR.bed,https://downloads.wenglab.org/Registry-V4/ENCFF748IRR.bigBed,ENCSR000EOI,ENCFF748IRR,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000EOI-ENCFF748IRR.tsv,https://www.encodeproject.org/files/ENCFF748IRR/@@download/ENCFF748IRR.bigWig,,,,,,,,,,,,,,,,,,no
"Tongue, female embryo (76 days) female embryo (59 days)","Tongue, female embryo (76 days) female embryo (59 days)",DNase,Mouth,Tissue,Embryonic,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF859XYE.bed,https://downloads.wenglab.org/Registry-V4/ENCFF859XYE.bigBed,ENCSR759UNY,ENCFF859XYE,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR759UNY-ENCFF859XYE.tsv,https://www.encodeproject.org/files/ENCFF859XYE/@@download/ENCFF859XYE.bigWig,,,,,,,,,,,,,,,,,,no
"Tongue, male embryo (72 days)","Tongue, male embryo (72 days)",DNase,Mouth,Tissue,Embryonic,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF969WDE.bed,https://downloads.wenglab.org/Registry-V4/ENCFF969WDE.bigBed,ENCSR559WMK,ENCFF969WDE,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR559WMK-ENCFF969WDE.tsv,https://www.encodeproject.org/files/ENCFF969WDE/@@download/ENCFF969WDE.bigWig,,,,,,,,,,,,,,,,,,no
ACC112,ACC112,"H3K4me3,H3K27ac",Mouth,Cell line,Adult,Ancillary,https://downloads.wenglab.org/Registry-V4/ENCFF102ULC_ENCFF527UAI.bed,https://downloads.wenglab.org/Registry-V4/ENCFF102ULC_ENCFF527UAI.bigBed,,,,,,,,,ENCSR778VGY,ENCFF102ULC,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR778VGY-ENCFF102ULC.tsv,https://www.encodeproject.org/files/ENCFF102ULC/@@download/ENCFF102ULC.bigWig,ENCSR059MVB,ENCFF527UAI,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR059MVB-ENCFF527UAI.tsv,https://www.encodeproject.org/files/ENCFF527UAI/@@download/ENCFF527UAI.bigWig,,,,,,no
Muscle,,,,,,,"https://downloads.wenglab.org/muscle.noccl.cCREs.bed,https://downloads.wenglab.org/muscle.all.cCREs.bed",,,,,,,,,,,,,,,,,,,,,,,no
A673,A673,"DNase,H3K4me3,H3K27ac,CTCF",Muscle,Cell line,Adult,Core,https://downloads.wenglab.org/Registry-V4/ENCFF816IIS_ENCFF958CFK_ENCFF213BSP_ENCFF070LLG.bed,https://downloads.wenglab.org/Registry-V4/ENCFF816IIS_ENCFF958CFK_ENCFF213BSP_ENCFF070LLG.bigBed,ENCSR346JWH,ENCFF816IIS,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR346JWH-ENCFF816IIS.tsv,https://www.encodeproject.org/files/ENCFF816IIS/@@download/ENCFF816IIS.bigWig,,,,,ENCSR435FGK,ENCFF958CFK,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR435FGK-ENCFF958CFK.tsv,https://www.encodeproject.org/files/ENCFF958CFK/@@download/ENCFF958CFK.bigWig,ENCSR714TJD,ENCFF213BSP,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR714TJD-ENCFF213BSP.tsv,https://www.encodeproject.org/files/ENCFF213BSP/@@download/ENCFF213BSP.bigWig,ENCSR611JJS,ENCFF070LLG,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR611JJS-ENCFF070LLG.tsv,https://www.encodeproject.org/files/ENCFF070LLG/@@download/ENCFF070LLG.bigWig,https://downloads.wenglab.org/ChIP_ENCSR435FGK-ENCSR714TJD-ENCSR521IZK-ENCSR581PUR-ENCSR747BYL-ENCSR988EGR.bigBed,yes
Cardiac muscle cell (in vitro differentiated cells),Cardiac muscle cell (in vitro differentiated cells),"DNase,H3K4me3,H3K27ac,CTCF",Muscle,In vitro differentiated cells,Embryonic,Core,https://downloads.wenglab.org/Registry-V4/ENCFF648XPS_ENCFF207MNM_ENCFF485DKZ_ENCFF466BIT.bed,https://downloads.wenglab.org/Registry-V4/ENCFF648XPS_ENCFF207MNM_ENCFF485DKZ_ENCFF466BIT.bigBed,ENCSR842KCP,ENCFF648XPS,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR842KCP-ENCFF648XPS.tsv,https://www.encodeproject.org/files/ENCFF648XPS/@@download/ENCFF648XPS.bigWig,,,,,ENCSR652QNW,ENCFF207MNM,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR652QNW-ENCFF207MNM.tsv,https://www.encodeproject.org/files/ENCFF207MNM/@@download/ENCFF207MNM.bigWig,ENCSR000NPF,ENCFF485DKZ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000NPF-ENCFF485DKZ.tsv,https://www.encodeproject.org/files/ENCFF485DKZ/@@download/ENCFF485DKZ.bigWig,ENCSR713SXF,ENCFF466BIT,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR713SXF-ENCFF466BIT.tsv,https://www.encodeproject.org/files/ENCFF466BIT/@@download/ENCFF466BIT.bigWig,,yes
"Esophagus muscularis mucosa, male adult (37 years)","Esophagus muscularis mucosa, male adult (37 years)","DNase,H3K4me3,H3K27ac,CTCF",Muscle,Tissue,Adult,Core,https://downloads.wenglab.org/Registry-V4/ENCFF886QYD_ENCFF344ITP_ENCFF322ZPK_ENCFF526HRV.bed,https://downloads.wenglab.org/Registry-V4/ENCFF886QYD_ENCFF344ITP_ENCFF322ZPK_ENCFF526HRV.bigBed,ENCSR944JCE,ENCFF886QYD,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR944JCE-ENCFF886QYD.tsv,https://www.encodeproject.org/files/ENCFF886QYD/@@download/ENCFF886QYD.bigWig,,,,,ENCSR621MTP,ENCFF344ITP,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR621MTP-ENCFF344ITP.tsv,https://www.encodeproject.org/files/ENCFF344ITP/@@download/ENCFF344ITP.bigWig,ENCSR522MTS,ENCFF322ZPK,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR522MTS-ENCFF322ZPK.tsv,https://www.encodeproject.org/files/ENCFF322ZPK/@@download/ENCFF322ZPK.bigWig,ENCSR559KAB,ENCFF526HRV,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR559KAB-ENCFF526HRV.tsv,https://www.encodeproject.org/files/ENCFF526HRV/@@download/ENCFF526HRV.bigWig,https://downloads.wenglab.org/ChIP_ENCSR621MTP-ENCSR522MTS-ENCSR525JJM-ENCSR185JEP-ENCSR188HXK-ENCSR821VGC.bigBed,yes
"Gastrocnemius medialis, female adult (51 years)","Gastrocnemius medialis, female adult (51 years)","DNase,ATAC,H3K4me3,H3K27ac,CTCF",Muscle,Tissue,Adult,Core,https://downloads.wenglab.org/Registry-V4/ENCFF103WUK_ENCFF707BCP_ENCFF638ZRF_ENCFF643VTS.bed,https://downloads.wenglab.org/Registry-V4/ENCFF103WUK_ENCFF707BCP_ENCFF638ZRF_ENCFF643VTS.bigBed,ENCSR856XLJ,ENCFF103WUK,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR856XLJ-ENCFF103WUK.tsv,https://www.encodeproject.org/files/ENCFF103WUK/@@download/ENCFF103WUK.bigWig,ENCSR823ZCR,ENCFF128OID,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR823ZCR-ENCFF128OID.tsv,https://www.encodeproject.org/files/ENCFF128OID/@@download/ENCFF128OID.bigWig,ENCSR098OLN,ENCFF707BCP,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR098OLN-ENCFF707BCP.tsv,https://www.encodeproject.org/files/ENCFF707BCP/@@download/ENCFF707BCP.bigWig,ENCSR601VHO,ENCFF638ZRF,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR601VHO-ENCFF638ZRF.tsv,https://www.encodeproject.org/files/ENCFF638ZRF/@@download/ENCFF638ZRF.bigWig,ENCSR355ALW,ENCFF643VTS,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR355ALW-ENCFF643VTS.tsv,https://www.encodeproject.org/files/ENCFF643VTS/@@download/ENCFF643VTS.bigWig,https://downloads.wenglab.org/ChIP_ENCSR098OLN-ENCSR601VHO-ENCSR499VCQ-ENCSR716TNU-ENCSR453MSI-ENCSR283BRU.bigBed,yes
"Gastrocnemius medialis, female adult (53 years)","Gastrocnemius medialis, female adult (53 years)","DNase,ATAC,H3K4me3,H3K27ac,CTCF",Muscle,Tissue,Adult,Core,https://downloads.wenglab.org/Registry-V4/ENCFF712ATQ_ENCFF880UEZ_ENCFF825YXF_ENCFF055HAN.bed,https://downloads.wenglab.org/Registry-V4/ENCFF712ATQ_ENCFF880UEZ_ENCFF825YXF_ENCFF055HAN.bigBed,ENCSR686WJL,ENCFF712ATQ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR686WJL-ENCFF712ATQ.tsv,https://www.encodeproject.org/files/ENCFF712ATQ/@@download/ENCFF712ATQ.bigWig,ENCSR689SDA,ENCFF124UIG,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR689SDA-ENCFF124UIG.tsv,https://www.encodeproject.org/files/ENCFF124UIG/@@download/ENCFF124UIG.bigWig,ENCSR785DJD,ENCFF880UEZ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR785DJD-ENCFF880UEZ.tsv,https://www.encodeproject.org/files/ENCFF880UEZ/@@download/ENCFF880UEZ.bigWig,ENCSR736ALU,ENCFF825YXF,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR736ALU-ENCFF825YXF.tsv,https://www.encodeproject.org/files/ENCFF825YXF/@@download/ENCFF825YXF.bigWig,ENCSR428BKN,ENCFF055HAN,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR428BKN-ENCFF055HAN.tsv,https://www.encodeproject.org/files/ENCFF055HAN/@@download/ENCFF055HAN.bigWig,https://downloads.wenglab.org/ChIP_ENCSR785DJD-ENCSR736ALU-ENCSR776EAH-ENCSR101NFY-ENCSR201OSX-ENCSR899TDF.bigBed,yes
"Gastrocnemius medialis, male adult (37 years)","Gastrocnemius medialis, male adult (37 years)","DNase,ATAC,H3K4me3,H3K27ac,CTCF",Muscle,Tissue,Adult,Core,https://downloads.wenglab.org/Registry-V4/ENCFF066BOK_ENCFF431FFY_ENCFF793HOY_ENCFF070MOG.bed,https://downloads.wenglab.org/Registry-V4/ENCFF066BOK_ENCFF431FFY_ENCFF793HOY_ENCFF070MOG.bigBed,ENCSR791BHE,ENCFF066BOK,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR791BHE-ENCFF066BOK.tsv,https://www.encodeproject.org/files/ENCFF066BOK/@@download/ENCFF066BOK.bigWig,ENCSR258JCL,ENCFF703MFP,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR258JCL-ENCFF703MFP.tsv,https://www.encodeproject.org/files/ENCFF703MFP/@@download/ENCFF703MFP.bigWig,ENCSR206STN,ENCFF431FFY,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR206STN-ENCFF431FFY.tsv,https://www.encodeproject.org/files/ENCFF431FFY/@@download/ENCFF431FFY.bigWig,ENCSR801IPH,ENCFF793HOY,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR801IPH-ENCFF793HOY.tsv,https://www.encodeproject.org/files/ENCFF793HOY/@@download/ENCFF793HOY.bigWig,ENCSR594NSU,ENCFF070MOG,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR594NSU-ENCFF070MOG.tsv,https://www.encodeproject.org/files/ENCFF070MOG/@@download/ENCFF070MOG.bigWig,https://downloads.wenglab.org/ChIP_ENCSR206STN-ENCSR801IPH-ENCSR148FWR-ENCSR380KNE-ENCSR519WQH-ENCSR922OXX.bigBed,yes
"Gastrocnemius medialis, male adult (54 years)","Gastrocnemius medialis, male adult (54 years)","DNase,ATAC,H3K4me3,H3K27ac,CTCF",Muscle,Tissue,Adult,Core,https://downloads.wenglab.org/Registry-V4/ENCFF898XFY_ENCFF772JUK_ENCFF149TEN_ENCFF782JRA.bed,https://downloads.wenglab.org/Registry-V4/ENCFF898XFY_ENCFF772JUK_ENCFF149TEN_ENCFF782JRA.bigBed,ENCSR520BAD,ENCFF898XFY,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR520BAD-ENCFF898XFY.tsv,https://www.encodeproject.org/files/ENCFF898XFY/@@download/ENCFF898XFY.bigWig,ENCSR308HPZ,ENCFF163JWV,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR308HPZ-ENCFF163JWV.tsv,https://www.encodeproject.org/files/ENCFF163JWV/@@download/ENCFF163JWV.bigWig,ENCSR972ETR,ENCFF772JUK,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR972ETR-ENCFF772JUK.tsv,https://www.encodeproject.org/files/ENCFF772JUK/@@download/ENCFF772JUK.bigWig,ENCSR948YYZ,ENCFF149TEN,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR948YYZ-ENCFF149TEN.tsv,https://www.encodeproject.org/files/ENCFF149TEN/@@download/ENCFF149TEN.bigWig,ENCSR998NQG,ENCFF782JRA,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR998NQG-ENCFF782JRA.tsv,https://www.encodeproject.org/files/ENCFF782JRA/@@download/ENCFF782JRA.bigWig,https://downloads.wenglab.org/ChIP_ENCSR972ETR-ENCSR948YYZ-ENCSR161HZJ-ENCSR105YNJ-ENCSR423LXQ-ENCSR697RIW.bigBed,yes
Cardiac muscle cell,Cardiac muscle cell,"DNase,H3K4me3,CTCF",Muscle,Primary cell,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF724UXE_ENCFF045KEG_ENCFF193CJN.bed,https://downloads.wenglab.org/Registry-V4/ENCFF724UXE_ENCFF045KEG_ENCFF193CJN.bigBed,ENCSR000ENJ,ENCFF724UXE,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000ENJ-ENCFF724UXE.tsv,https://www.encodeproject.org/files/ENCFF724UXE/@@download/ENCFF724UXE.bigWig,,,,,ENCSR000DTK,ENCFF045KEG,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000DTK-ENCFF045KEG.tsv,https://www.encodeproject.org/files/ENCFF045KEG/@@download/ENCFF045KEG.bigWig,,,,,ENCSR000DTI,ENCFF193CJN,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000DTI-ENCFF193CJN.tsv,https://www.encodeproject.org/files/ENCFF193CJN/@@download/ENCFF193CJN.bigWig,,no
Cardiac muscle cell (in vitro differentiated cells),Cardiac muscle cell (in vitro differentiated cells),"DNase,H3K4me3",Muscle,In vitro differentiated cells,Embryonic,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF146ETF_ENCFF178RJC.bed,https://downloads.wenglab.org/Registry-V4/ENCFF146ETF_ENCFF178RJC.bigBed,ENCSR000EMY,ENCFF146ETF,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000EMY-ENCFF146ETF.tsv,https://www.encodeproject.org/files/ENCFF146ETF/@@download/ENCFF146ETF.bigWig,,,,,ENCSR000DSP,ENCFF178RJC,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000DSP-ENCFF178RJC.tsv,https://www.encodeproject.org/files/ENCFF178RJC/@@download/ENCFF178RJC.bigWig,,,,,,,,,,no
Cardiac myoblast (in vitro differentiated cells),Cardiac myoblast (in vitro differentiated cells),"DNase,H3K4me3",Muscle,In vitro differentiated cells,Embryonic,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF285XVJ_ENCFF877TVP.bed,https://downloads.wenglab.org/Registry-V4/ENCFF285XVJ_ENCFF877TVP.bigBed,ENCSR000EMV,ENCFF285XVJ,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000EMV-ENCFF285XVJ.tsv,https://www.encodeproject.org/files/ENCFF285XVJ/@@download/ENCFF285XVJ.bigWig,,,,,ENCSR000DSD,ENCFF877TVP,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000DSD-ENCFF877TVP.tsv,https://www.encodeproject.org/files/ENCFF877TVP/@@download/ENCFF877TVP.bigWig,,,,,,,,,,no
"Forelimb muscle, female embryo (108 days)","Forelimb muscle, female embryo (108 days)",DNase,Muscle,Tissue,Embryonic,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF400XKV.bed,https://downloads.wenglab.org/Registry-V4/ENCFF400XKV.bigBed,ENCSR166TEE,ENCFF400XKV,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR166TEE-ENCFF400XKV.tsv,https://www.encodeproject.org/files/ENCFF400XKV/@@download/ENCFF400XKV.bigWig,,,,,,,,,,,,,,,,,,no
"Hindlimb muscle, male embryo (120 days)","Hindlimb muscle, male embryo (120 days)",DNase,Muscle,Tissue,Embryonic,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF641EOS.bed,https://downloads.wenglab.org/Registry-V4/ENCFF641EOS.bigBed,ENCSR385AMY,ENCFF641EOS,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR385AMY-ENCFF641EOS.tsv,https://www.encodeproject.org/files/ENCFF641EOS/@@download/ENCFF641EOS.bigWig,,,,,,,,,,,,,,,,,,no
LHCN-M2,LHCN-M2,DNase,Muscle,Cell line,Adult,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF381NXB.bed,https://downloads.wenglab.org/Registry-V4/ENCFF381NXB.bigBed,ENCSR000EPE,ENCFF381NXB,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR000EPE-ENCFF381NXB.tsv,https://www.encodeproject.org/files/ENCFF381NXB/@@download/ENCFF381NXB.bigWig,,,,,,,,,,,,,,,,,,yes
"Muscle of arm, embryo (101 days)","Muscle of arm, embryo (101 days)",DNase,Muscle,Tissue,Embryonic,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF298XUL.bed,https://downloads.wenglab.org/Registry-V4/ENCFF298XUL.bigBed,ENCSR826ERZ,ENCFF298XUL,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR826ERZ-ENCFF298XUL.tsv,https://www.encodeproject.org/files/ENCFF298XUL/@@download/ENCFF298XUL.bigWig,,,,,,,,,,,,,,,,,,no
"Muscle of arm, female embryo (105 days)","Muscle of arm, female embryo (105 days)",DNase,Muscle,Tissue,Embryonic,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF681LTR.bed,https://downloads.wenglab.org/Registry-V4/ENCFF681LTR.bigBed,ENCSR517NHP,ENCFF681LTR,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR517NHP-ENCFF681LTR.tsv,https://www.encodeproject.org/files/ENCFF681LTR/@@download/ENCFF681LTR.bigWig,,,,,,,,,,,,,,,,,,no
"Muscle of arm, female embryo (115 days)","Muscle of arm, female embryo (115 days)",DNase,Muscle,Tissue,Embryonic,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF636XBE.bed,https://downloads.wenglab.org/Registry-V4/ENCFF636XBE.bigBed,ENCSR062DXC,ENCFF636XBE,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR062DXC-ENCFF636XBE.tsv,https://www.encodeproject.org/files/ENCFF636XBE/@@download/ENCFF636XBE.bigWig,,,,,,,,,,,,,,,,,,no
"Muscle of arm, female embryo (120 days)","Muscle of arm, female embryo (120 days)",DNase,Muscle,Tissue,Embryonic,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF346VKE.bed,https://downloads.wenglab.org/Registry-V4/ENCFF346VKE.bigBed,ENCSR357PMV,ENCFF346VKE,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR357PMV-ENCFF346VKE.tsv,https://www.encodeproject.org/files/ENCFF346VKE/@@download/ENCFF346VKE.bigWig,,,,,,,,,,,,,,,,,,no
"Muscle of arm, female embryo (85 days)","Muscle of arm, female embryo (85 days)",DNase,Muscle,Tissue,Embryonic,Partial,https://downloads.wenglab.org/Registry-V4/ENCFF547CPF.bed,https://downloads.wenglab.org/Registry-V4/ENCFF547CPF.bigBed,ENCSR309YDN,ENCFF547CPF,https://downloads.wenglab.org/Registry-V4/SCREEN/Signal-Files/ENCSR309YDN-ENCFF547CPF.tsv,https://www.encodeproject.org/files/ENCFF547CPF/@@download/ENCFF547CPF.bigWig,,,,,,,,,,,,,,,,,,no
